id,@id,geometry,lat_lon,centroid
way/581444312,way/581444312,"POLYGON ((703776.1498223079 3046428.5245973053, 703773.2547094866 3046419.0217675157, 703779.044568158 3046417.2782311547, 703781.9497402491 3046426.770146131, 703776.1498223079 3046428.5245973053))","[(703776.1498223079, 3046428.5245973053), (703773.2547094866, 3046419.0217675157), (703779.044568158, 3046417.2782311547), (703781.9497402491, 3046426.770146131), (703776.1498223079, 3046428.5245973053)]",POINT (703777.5998546471 3046422.900470956)
way/581444314,way/581444314,"POLYGON ((703765.5183466775 3046430.2540272227, 703765.0334062647 3046426.1448848727, 703769.4788633507 3046425.620365475, 703769.973496433 3046429.7407534616, 703765.5183466775 3046430.2540272227))","[(703765.5183466775, 3046430.2540272227), (703765.0334062647, 3046426.1448848727), (703769.4788633507, 3046425.620365475), (703769.973496433, 3046429.7407534616), (703765.5183466775, 3046430.2540272227)]",POINT (703767.5022038963 3046427.9405143564)
way/581444315,way/581444315,"POLYGON ((703789.1040659177 3046426.7562655886, 703786.8927307364 3046418.9163291734, 703797.6142214622 3046415.9359270534, 703799.8156720448 3046423.7757012625, 703789.1040659177 3046426.7562655886))","[(703789.1040659177, 3046426.7562655886), (703786.8927307364, 3046418.9163291734), (703797.6142214622, 3046415.9359270534), (703799.8156720448, 3046423.7757012625), (703789.1040659177, 3046426.7562655886)]",POINT (703793.3562084284 3046421.345585028)
way/581444317,way/581444317,"POLYGON ((703790.9173725133 3046432.982399192, 703789.6528540067 3046428.2174037723, 703796.6995088244 3046426.361795705, 703797.9739035107 3046431.126956498, 703790.9173725133 3046432.982399192))","[(703790.9173725133, 3046432.982399192), (703789.6528540067, 3046428.2174037723), (703796.6995088244, 3046426.361795705), (703797.9739035107, 3046431.126956498), (703790.9173725133, 3046432.982399192)]",POINT (703793.8113660988 3046429.672572368)
way/581444319,way/581444319,"POLYGON ((703792.4431604322 3046445.200173741, 703790.2294188776 3046436.3183027995, 703793.4839918711 3046435.507947053, 703795.6975467956 3046444.4008996077, 703792.4431604322 3046445.200173741))","[(703792.4431604322, 3046445.200173741), (703790.2294188776, 3046436.3183027995), (703793.4839918711, 3046435.507947053), (703795.6975467956, 3046444.4008996077), (703792.4431604322, 3046445.200173741)]",POINT (703792.9636893716 3046440.3561206637)
way/581444320,way/581444320,"POLYGON ((703782.2966541988 3046445.6962591545, 703779.4167499582 3046433.500275595, 703787.8683755988 3046431.5350488317, 703790.7385781538 3046443.7197894435, 703782.2966541988 3046445.6962591545))","[(703782.2966541988, 3046445.6962591545), (703779.4167499582, 3046433.500275595), (703787.8683755988, 3046431.5350488317), (703790.7385781538, 3046443.7197894435), (703782.2966541988, 3046445.6962591545)]",POINT (703785.0791607148 3046438.6122120726)
way/581444321,way/581444321,"POLYGON ((703776.957940291 3046443.490327637, 703774.9814739386 3046435.7873118543, 703778.6430978836 3046434.8618060793, 703780.6195621853 3046442.5648225755, 703776.957940291 3046443.490327637))","[(703776.957940291, 3046443.490327637), (703774.9814739386, 3046435.7873118543), (703778.6430978836, 3046434.8618060793), (703780.6195621853, 3046442.5648225755), (703776.957940291, 3046443.490327637)]",POINT (703777.8005184876 3046439.1760666673)
way/581444323,way/581444323,"POLYGON ((703764.1816487957 3046447.035068515, 703762.9382039679 3046438.036351313, 703768.5140601246 3046437.2757209996, 703769.7575010337 3046446.2744390066, 703764.1816487957 3046447.035068515))","[(703764.1816487957, 3046447.035068515), (703762.9382039679, 3046438.036351313), (703768.5140601246, 3046437.2757209996), (703769.7575010337, 3046446.2744390066), (703764.1816487957, 3046447.035068515)]",POINT (703766.3478534205 3046442.155394424)
way/581444324,way/581444324,"POLYGON ((703756.7154259206 3046437.8884122088, 703754.6953551248 3046429.2425375935, 703761.6091529384 3046427.6507131835, 703763.6294038052 3046436.2855083076, 703756.7154259206 3046437.8884122088))","[(703756.7154259206, 3046437.8884122088), (703754.6953551248, 3046429.2425375935), (703761.6091529384, 3046427.6507131835), (703763.6294038052, 3046436.2855083076), (703756.7154259206, 3046437.8884122088)]",POINT (703759.161700139 3046432.7672278997)
way/581444326,way/581444326,"POLYGON ((703749.4558006215 3046440.0730157457, 703747.4981513997 3046432.4257389293, 703751.1500794839 3046431.488979649, 703753.1174207914 3046439.147502531, 703749.4558006215 3046440.0730157457))","[(703749.4558006215, 3046440.0730157457), (703747.4981513997, 3046432.4257389293), (703751.1500794839, 3046431.488979649), (703753.1174207914, 3046439.147502531), (703749.4558006215, 3046440.0730157457)]",POINT (703750.3061614975 3046435.784793253)
way/581444328,way/581444328,"POLYGON ((703747.088027294 3046419.073814612, 703745.5953596423 3046414.360446917, 703752.1909177842 3046412.297792078, 703753.6835832887 3046417.011160705, 703747.088027294 3046419.073814612))","[(703747.088027294, 3046419.073814612), (703745.5953596423, 3046414.360446917), (703752.1909177842, 3046412.297792078), (703753.6835832887, 3046417.011160705), (703747.088027294, 3046419.073814612)]",POINT (703749.6394719878 3046415.6858034367)
way/581444330,way/581444330,"POLYGON ((703747.377994063 3046429.5529910047, 703745.3652108685 3046421.062415511, 703750.08716809 3046419.9550418425, 703752.0999483296 3046428.44561829, 703747.377994063 3046429.5529910047))","[(703747.377994063, 3046429.5529910047), (703745.3652108685, 3046421.062415511), (703750.08716809, 3046419.9550418425), (703752.0999483296, 3046428.44561829), (703747.377994063, 3046429.5529910047)]",POINT (703748.7325802422 3046424.754016208)
way/581444331,way/581444331,"POLYGON ((703737.1600575289 3046426.6229797746, 703735.2081161784 3046418.6321978946, 703743.1251904398 3046416.7245452837, 703745.0773116205 3046424.7042478095, 703737.1600575289 3046426.6229797746))","[(703737.1600575289, 3046426.6229797746), (703735.2081161784, 3046418.6321978946), (703743.1251904398, 3046416.7245452837), (703745.0773116205, 3046424.7042478095), (703737.1600575289, 3046426.6229797746)]",POINT (703740.1418640162 3046421.671429957)
way/581444332,way/581444332,"POLYGON ((703712.5273103132 3046429.504878124, 703711.2512228943 3046424.839456335, 703720.6315104956 3046422.2911070995, 703721.9075947773 3046426.956530053, 703712.5273103132 3046429.504878124))","[(703712.5273103132, 3046429.504878124), (703711.2512228943, 3046424.839456335), (703720.6315104956, 3046422.2911070995), (703721.9075947773, 3046426.956530053), (703712.5273103132, 3046429.504878124)]",POINT (703716.5794096322 3046425.897992756)
way/581444333,way/581444333,"POLYGON ((703729.6370281143 3046428.603698952, 703726.5803587971 3046421.680757669, 703731.3878806552 3046419.588328297, 703734.4445479861 3046426.5112708956, 703729.6370281143 3046428.603698952))","[(703729.6370281143, 3046428.603698952), (703726.5803587971, 3046421.680757669), (703731.3878806552, 3046419.588328297), (703734.4445479861, 3046426.5112708956), (703729.6370281143, 3046428.603698952)]",POINT (703730.512453796 3046424.096013685)
way/581444334,way/581444334,"POLYGON ((703741.7394737089 3046437.639090084, 703740.7133402416 3046428.643994305, 703745.2969106843 3046428.1328494884, 703746.3232253682 3046437.116864952, 703741.7394737089 3046437.639090084))","[(703741.7394737089, 3046437.639090084), (703740.7133402416, 3046428.643994305), (703745.2969106843, 3046428.1328494884), (703746.3232253682, 3046437.116864952), (703741.7394737089, 3046437.639090084)]",POINT (703743.5178001676 3046432.88348535)
way/581444335,way/581444335,"POLYGON ((703730.8468023934 3046443.1881692107, 703728.044604976 3046432.257067482, 703736.1021831533 3046430.2187423594, 703738.9043741676 3046441.1498463163, 703730.8468023934 3046443.1881692107))","[(703730.8468023934, 3046443.1881692107), (703728.044604976, 3046432.257067482), (703736.1021831533, 3046430.2187423594), (703738.9043741676, 3046441.1498463163), (703730.8468023934, 3046443.1881692107)]",POINT (703733.4744910178 3046436.7034555925)
way/581444336,way/581444336,"POLYGON ((703736.8706973526 3046459.437788489, 703733.9945445587 3046447.607651989, 703739.113847582 3046446.3738819407, 703741.9998745086 3046458.204184366, 703736.8706973526 3046459.437788489))","[(703736.8706973526, 3046459.437788489), (703733.9945445587, 3046447.607651989), (703739.113847582, 3046446.3738819407), (703741.9998745086, 3046458.204184366), (703736.8706973526, 3046459.437788489)]",POINT (703737.9952629438 3046452.9076429443)
way/581444337,way/581444337,"POLYGON ((703726.5212878872 3046460.251976203, 703725.6122955289 3046456.0914413594, 703729.0040511586 3046455.34985661, 703729.9128580034 3046459.5214726645, 703726.5212878872 3046460.251976203))","[(703726.5212878872, 3046460.251976203), (703725.6122955289, 3046456.0914413594), (703729.0040511586, 3046455.34985661), (703729.9128580034, 3046459.5214726645), (703726.5212878872, 3046460.251976203)]",POINT (703727.7632828304 3046457.803277095)
way/581444338,way/581444338,"POLYGON ((703727.4467094861 3046480.6397117833, 703727.0309299574 3046477.7177072135, 703735.0040180695 3046476.5979463896, 703735.4099172195 3046479.51978689, 703727.4467094861 3046480.6397117833))","[(703727.4467094861, 3046480.6397117833), (703727.0309299574, 3046477.7177072135), (703735.0040180695, 3046476.5979463896), (703735.4099172195, 3046479.51978689), (703727.4467094861, 3046480.6397117833)]",POINT (703731.2225061433 3046478.6185413105)
way/581444339,way/581444339,"POLYGON ((703725.5489207772 3046475.332152006, 703724.3671017493 3046465.0043902425, 703731.0100124928 3046464.250422588, 703732.1817630756 3046474.5891017695, 703725.5489207772 3046475.332152006))","[(703725.5489207772, 3046475.332152006), (703724.3671017493, 3046465.0043902425), (703731.0100124928, 3046464.250422588), (703732.1817630756, 3046474.5891017695), (703725.5489207772, 3046475.332152006)]",POINT (703728.2773015399 3046469.7925095335)
way/581444340,way/581444340,"POLYGON ((703735.9553428418 3046466.9374800124, 703735.6538261602 3046461.900339544, 703746.8604579798 3046461.2334383223, 703747.1619701188 3046466.270579344, 703735.9553428418 3046466.9374800124))","[(703735.9553428418, 3046466.9374800124), (703735.6538261602, 3046461.900339544), (703746.8604579798, 3046461.2334383223), (703747.1619701188, 3046466.270579344), (703735.9553428418, 3046466.9374800124)]",POINT (703741.4078993172 3046464.0854591313)
way/581444341,way/581444341,"POLYGON ((703743.8999008351 3046459.222288704, 703743.1612109289 3046452.548526676, 703749.9323674346 3046451.807787641, 703750.6710537666 3046458.4815502954, 703743.8999008351 3046459.222288704))","[(703743.8999008351, 3046459.222288704), (703743.1612109289, 3046452.548526676), (703749.9323674346, 3046451.807787641), (703750.6710537666, 3046458.4815502954), (703743.8999008351, 3046459.222288704)]",POINT (703746.9161332282 3046455.5150380316)
way/581444342,way/581444342,"POLYGON ((703752.1781500399 3046459.360106699, 703749.4689602109 3046449.3726837505, 703754.3325281737 3046448.06815864, 703757.0417145111 3046458.055582874, 703752.1781500399 3046459.360106699))","[(703752.1781500399, 3046459.360106699), (703749.4689602109, 3046449.3726837505), (703754.3325281737, 3046448.06815864), (703757.0417145111, 3046458.055582874), (703752.1781500399, 3046459.360106699)]",POINT (703753.255338081 3046453.714132374)
way/581444343,way/581444343,"POLYGON ((703773.1922375555 3046491.0221936125, 703772.8683129884 3046486.7383876797, 703777.904063841 3046486.3677932387, 703778.228171188 3046490.6405185126, 703773.1922375555 3046491.0221936125))","[(703773.1922375555, 3046491.0221936125), (703772.8683129884, 3046486.7383876797), (703777.904063841, 3046486.3677932387), (703778.228171188, 3046490.6405185126), (703773.1922375555, 3046491.0221936125)]",POINT (703775.5471223894 3046488.6923758327)
way/581444344,way/581444344,"POLYGON ((703772.4173893286 3046485.3342994056, 703771.4293708042 3046479.986459074, 703777.6737149514 3046478.8379419073, 703778.6716094904 3046484.1859473833, 703772.4173893286 3046485.3342994056))","[(703772.4173893286, 3046485.3342994056), (703771.4293708042, 3046479.986459074), (703777.6737149514, 3046478.8379419073), (703778.6716094904, 3046484.1859473833), (703772.4173893286, 3046485.3342994056)]",POINT (703775.0483336581 3046482.0868066214)
way/581444345,way/581444345,"POLYGON ((703781.2629698263 3046479.884179597, 703780.9218881514 3046476.6308968863, 703785.3759152415 3046476.1841150834, 703785.7073017145 3046479.426152597, 703781.2629698263 3046479.884179597))","[(703781.2629698263, 3046479.884179597), (703780.9218881514, 3046476.6308968863), (703785.3759152415, 3046476.1841150834), (703785.7073017145, 3046479.426152597), (703781.2629698263, 3046479.884179597)]",POINT (703783.3155837745 3046478.0309630223)
way/581444346,way/581444346,"POLYGON ((703769.6074082574 3046475.4671153706, 703768.4463378333 3046467.4562415266, 703780.4015113988 3046465.7488572206, 703781.5625743627 3046473.759732649, 703769.6074082574 3046475.4671153706))","[(703769.6074082574, 3046475.4671153706), (703768.4463378333, 3046467.4562415266), (703780.4015113988, 3046465.7488572206), (703781.5625743627, 3046473.759732649), (703769.6074082574, 3046475.4671153706)]",POINT (703775.0044579653 3046470.6079862616)
way/581444347,way/581444347,"POLYGON ((703754.0090643028 3046469.2774886615, 703753.4004144568 3046465.4766382356, 703761.771978021 3046464.1640166827, 703762.3707468343 3046467.9647032004, 703754.0090643028 3046469.2774886615))","[(703754.0090643028, 3046469.2774886615), (703753.4004144568, 3046465.4766382356), (703761.771978021, 3046464.1640166827), (703762.3707468343, 3046467.9647032004), (703754.0090643028, 3046469.2774886615)]",POINT (703757.8876862732 3046466.72039583)
way/581444348,way/581444348,"POLYGON ((703754.2363584163 3046475.2111959695, 703753.689479773 3046471.854732623, 703761.4573393445 3046470.598564098, 703762.0140945424 3046473.955192386, 703754.2363584163 3046475.2111959695))","[(703754.2363584163, 3046475.2111959695), (703753.689479773, 3046471.854732623), (703761.4573393445, 3046470.598564098), (703762.0140945424, 3046473.955192386), (703754.2363584163, 3046475.2111959695)]",POINT (703757.8497058167 3046472.9052130436)
way/581444349,way/581444349,"POLYGON ((703751.8643164884 3046482.365200022, 703751.315777378 3046479.108464845, 703757.7565836428 3046478.029712282, 703758.3151841889 3046481.275531418, 703751.8643164884 3046482.365200022))","[(703751.8643164884, 3046482.365200022), (703751.315777378, 3046479.108464845), (703757.7565836428, 3046478.029712282), (703758.3151841889, 3046481.275531418), (703751.8643164884, 3046482.365200022)]",POINT (703754.8115669135 3046480.1954634143)
way/581444350,way/581444350,"POLYGON ((703758.6531857741 3046488.27514331, 703757.6635013018 3046483.0270324987, 703765.771653476 3046481.5105175246, 703766.7712132676 3046486.758793663, 703758.6531857741 3046488.27514331))","[(703758.6531857741, 3046488.27514331), (703757.6635013018, 3046483.0270324987), (703765.771653476, 3046481.5105175246), (703766.7712132676, 3046486.758793663), (703758.6531857741, 3046488.27514331)]",POINT (703762.2152358014 3046484.893337482)
way/581444351,way/581444351,"POLYGON ((703753.0861972356 3046500.3748239763, 703752.3561040714 3046493.778791331, 703759.1272389856 3046493.038058706, 703759.8573286188 3046499.6340919696, 703753.0861972356 3046500.3748239763))","[(703753.0861972356, 3046500.3748239763), (703752.3561040714, 3046493.778791331), (703759.1272389856, 3046493.038058706), (703759.8573286188, 3046499.6340919696), (703753.0861972356, 3046500.3748239763)]",POINT (703756.1067172155 3046496.706441205)
way/581444352,way/581444352,"POLYGON ((703775.5886885059 3046522.1637171726, 703771.7806584553 3046508.145592075, 703784.0190210369 3046504.857921618, 703787.8369172969 3046518.876215755, 703775.5886885059 3046522.1637171726))","[(703775.5886885059, 3046522.1637171726), (703771.7806584553, 3046508.145592075), (703784.0190210369, 3046504.857921618), (703787.8369172969, 3046518.876215755), (703775.5886885059, 3046522.1637171726)]",POINT (703779.8067499998 3046513.5116835358)
way/581444353,way/581444353,"POLYGON ((703762.9639836156 3046539.754367378, 703761.8794806283 3046533.6733789113, 703765.2688197398 3046533.0758569934, 703766.3533211497 3046539.1568458565, 703762.9639836156 3046539.754367378))","[(703762.9639836156, 3046539.754367378), (703761.8794806283, 3046533.6733789113), (703765.2688197398, 3046533.0758569934), (703766.3533211497, 3046539.1568458565), (703762.9639836156, 3046539.754367378)]",POINT (703764.116401246 3046536.4151120456)
way/581444354,way/581444354,"POLYGON ((703748.2865425305 3046514.4602279314, 703747.0605399085 3046505.007359543, 703765.3896318682 3046502.6745388554, 703766.6055578638 3046512.1383263245, 703748.2865425305 3046514.4602279314))","[(703748.2865425305, 3046514.4602279314), (703747.0605399085, 3046505.007359543), (703765.3896318682, 3046502.6745388554), (703766.6055578638, 3046512.1383263245), (703748.2865425305, 3046514.4602279314)]",POINT (703756.8370364007 3046508.5694325985)
way/581444355,way/581444355,"POLYGON ((703761.012336259 3046529.967979177, 703759.750302424 3046524.4604017185, 703767.0701752359 3046522.8088414744, 703768.3323905799 3046528.305338969, 703761.012336259 3046529.967979177))","[(703761.012336259, 3046529.967979177), (703759.750302424, 3046524.4604017185), (703767.0701752359, 3046522.8088414744), (703768.3323905799, 3046528.305338969), (703761.012336259, 3046529.967979177)]",POINT (703764.040174886 3046526.386065866)
way/581444356,way/581444356,"POLYGON ((703751.4159984046 3046533.033641675, 703749.0848765023 3046515.7703434327, 703754.7989958744 3046515.012011524, 703757.1301100573 3046532.275311323, 703751.4159984046 3046533.033641675))","[(703751.4159984046, 3046533.033641675), (703749.0848765023, 3046515.7703434327), (703754.7989958744, 3046515.012011524), (703757.1301100573, 3046532.275311323), (703751.4159984046, 3046533.033641675)]",POINT (703753.1074949593 3046524.022825026)
way/581444358,way/581444358,"POLYGON ((703734.7146635808 3047425.082084146, 703739.4549933352 3047414.542572215, 703748.2819054133 3047418.480297457, 703743.5316912022 3047429.019641889, 703734.7146635808 3047425.082084146))","[(703734.7146635808, 3047425.082084146), (703739.4549933352, 3047414.542572215), (703748.2819054133, 3047418.480297457), (703743.5316912022, 3047429.019641889), (703734.7146635808, 3047425.082084146)]",POINT (703741.4964316422 3047421.7804333125)
way/581444360,way/581444360,"POLYGON ((703755.6370221543 3047409.935119505, 703754.3999488348 3047392.2577313925, 703760.1273304685 3047391.865425228, 703761.3545178506 3047409.5426498973, 703755.6370221543 3047409.935119505))","[(703755.6370221543, 3047409.935119505), (703754.3999488348, 3047392.2577313925), (703760.1273304685, 3047391.865425228), (703761.3545178506, 3047409.5426498973), (703755.6370221543, 3047409.935119505)]",POINT (703757.8795059035 3047400.897703174)
way/581444361,way/581444361,"POLYGON ((703760.3128983013 3047367.672180922, 703760.7748997549 3047361.882952548, 703766.0245642285 3047362.291822426, 703765.5623757178 3047368.092131666, 703760.3128983013 3047367.672180922))","[(703760.3128983013, 3047367.672180922), (703760.7748997549, 3047361.882952548), (703766.0245642285, 3047362.291822426), (703765.5623757178, 3047368.092131666), (703760.3128983013, 3047367.672180922)]",POINT (703763.169511825 3047364.984901277)
way/581444363,way/581444363,"POLYGON ((703754.6732382337 3047372.2889461606, 703754.6786049966 3047361.88117603, 703758.3442102829 3047361.88680555, 703758.3289625616 3047372.2944113575, 703754.6732382337 3047372.2889461606))","[(703754.6732382337, 3047372.2889461606), (703754.6786049966, 3047361.88117603), (703758.3442102829, 3047361.88680555), (703758.3289625616, 3047372.2944113575), (703754.6732382337, 3047372.2889461606)]",POINT (703756.5062519597 3047367.085493675)
way/581444364,way/581444364,"POLYGON ((703765.5113098039 3047326.071901986, 703764.0720502464 3047307.4822605657, 703772.5603878686 3047306.836673458, 703773.9996347916 3047325.426316647, 703765.5113098039 3047326.071901986))","[(703765.5113098039, 3047326.071901986), (703764.0720502464, 3047307.4822605657), (703772.5603878686, 3047306.836673458), (703773.9996347916, 3047325.426316647), (703765.5113098039, 3047326.071901986)]",POINT (703769.0358455287 3047316.454285845)
way/581444365,way/581444365,"POLYGON ((703760.1756527205 3047642.2645388595, 703760.5153965966 3047629.579032738, 703767.0730385177 3047629.754767127, 703766.7332878219 3047642.440273485, 703760.1756527205 3047642.2645388595))","[(703760.1756527205, 3047642.2645388595), (703760.5153965966, 3047629.579032738), (703767.0730385177, 3047629.754767127), (703766.7332878219, 3047642.440273485), (703760.1756527205, 3047642.2645388595)]",POINT (703763.6243439617 3047636.0096519557)
way/581444367,way/581444367,"POLYGON ((703753.8945615302 3047653.365828463, 703754.4197101797 3047648.5308732674, 703762.35901158 3047649.39465862, 703761.8340443487 3047654.218532758, 703753.8945615302 3047653.365828463))","[(703753.8945615302, 3047653.365828463), (703754.4197101797, 3047648.5308732674), (703762.35901158, 3047649.39465862), (703761.8340443487, 3047654.218532758), (703753.8945615302, 3047653.365828463)]",POINT (703758.1253343893 3047651.3772595227)
way/581444369,way/581444369,"POLYGON ((703646.6928158948 3047757.2221263694, 703645.699548892 3047752.1956309667, 703654.4127065102 3047750.4896667833, 703655.4059701974 3047755.516163092, 703646.6928158948 3047757.2221263694))","[(703646.6928158948, 3047757.2221263694), (703645.699548892, 3047752.1956309667), (703654.4127065102, 3047750.4896667833), (703655.4059701974, 3047755.516163092), (703646.6928158948, 3047757.2221263694)]",POINT (703650.5527603773 3047753.855896634)
way/581444370,way/581444370,"POLYGON ((703678.662137796 3047759.195318352, 703677.7721990922 3047755.6779614957, 703682.6934099654 3047754.4409103203, 703683.5831628968 3047757.9693485196, 703678.662137796 3047759.195318352))","[(703678.662137796, 3047759.195318352), (703677.7721990922, 3047755.6779614957), (703682.6934099654, 3047754.4409103203), (703683.5831628968, 3047757.9693485196), (703678.662137796, 3047759.195318352)]",POINT (703680.6788933103 3047756.8204148505)
way/581444372,way/581444372,"POLYGON ((703672.5478235414 3047756.1340879872, 703671.1744100082 3047750.203457577, 703679.4857316841 3047748.3023924944, 703680.8690190947 3047754.2331885267, 703672.5478235414 3047756.1340879872))","[(703672.5478235414, 3047756.1340879872), (703671.1744100082, 3047750.203457577), (703679.4857316841, 3047748.3023924944), (703680.8690190947, 3047754.2331885267), (703672.5478235414, 3047756.1340879872)]",POINT (703676.0196438873 3047752.2187752197)
way/581444374,way/581444374,"POLYGON ((703667.0219708424 3047758.0815347275, 703664.6402807531 3047757.520932923, 703666.083620515 3047751.5374458064, 703668.4552497221 3047752.10896427, 703667.0219708424 3047758.0815347275))","[(703667.0219708424, 3047758.0815347275), (703664.6402807531, 3047757.520932923), (703666.083620515, 3047751.5374458064), (703668.4552497221, 3047752.10896427), (703667.0219708424, 3047758.0815347275)]",POINT (703666.5495086939 3047754.8135939217)
way/581444376,way/581444376,"POLYGON ((703654.8065704894 3047747.603305027, 703651.8460215129 3047736.115347321, 703667.1461941865 3047732.224672686, 703670.1069148878 3047743.7015539478, 703654.8065704894 3047747.603305027))","[(703654.8065704894, 3047747.603305027), (703651.8460215129, 3047736.115347321), (703667.1461941865, 3047732.224672686), (703670.1069148878, 3047743.7015539478), (703654.8065704894, 3047747.603305027)]",POINT (703660.9753214793 3047739.911690175)
way/581444377,way/581444377,"POLYGON ((703618.2506564005 3047718.4535020813, 703617.0427758739 3047709.6992214196, 703622.6180465268 3047708.938559497, 703623.8358007956 3047717.693005363, 703618.2506564005 3047718.4535020813))","[(703618.2506564005, 3047718.4535020813), (703617.0427758739, 3047709.6992214196), (703622.6180465268, 3047708.938559497), (703623.8358007956, 3047717.693005363), (703618.2506564005, 3047718.4535020813)]",POINT (703620.437073784 3047713.6973253405)
way/581444379,way/581444379,"POLYGON ((703606.5325557699 3047718.4579638815, 703605.1971396346 3047712.616648271, 703615.312828792 3047710.346548369, 703616.6383629824 3047716.1877009287, 703606.5325557699 3047718.4579638815))","[(703606.5325557699, 3047718.4579638815), (703605.1971396346, 3047712.616648271), (703615.312828792, 3047710.346548369), (703616.6383629824, 3047716.1877009287), (703606.5325557699, 3047718.4579638815)]",POINT (703610.919792238 3047714.4018378463)
way/581444380,way/581444380,"POLYGON ((703608.104251584 3047727.3180545513, 703607.1462133838 3047721.361096172, 703616.9140699799 3047719.8056671, 703617.8721036827 3047725.7626265157, 703608.104251584 3047727.3180545513))","[(703608.104251584, 3047727.3180545513), (703607.1462133838, 3047721.361096172), (703616.9140699799, 3047719.8056671), (703617.8721036827, 3047725.7626265157), (703608.104251584, 3047727.3180545513)]",POINT (703612.5091596631 3047723.561860847)
way/581444381,way/581444381,"POLYGON ((703620.4612142658 3047737.0116266655, 703618.507338751 3047727.3692933368, 703623.949849557 3047726.2739033736, 703625.9135986534 3047735.9164022338, 703620.4612142658 3047737.0116266655))","[(703620.4612142658, 3047737.0116266655), (703618.507338751, 3047727.3692933368), (703623.949849557, 3047726.2739033736), (703625.9135986534, 3047735.9164022338), (703620.4612142658, 3047737.0116266655)]",POINT (703622.2083808761 3047731.6441813405)
way/581444383,way/581444383,"POLYGON ((703610.8613278663 3047740.9418191165, 703608.4748627151 3047731.1703636167, 703617.918864484 3047728.8890867876, 703620.305322861 3047738.6605445356, 703610.8613278663 3047740.9418191165))","[(703610.8613278663, 3047740.9418191165), (703608.4748627151, 3047731.1703636167), (703617.918864484, 3047728.8890867876), (703620.305322861, 3047738.6605445356), (703610.8613278663, 3047740.9418191165)]",POINT (703614.3900943823 3047734.9154529064)
way/581444385,way/581444385,"POLYGON ((703615.6052903391 3047774.0953766457, 703615.3947981835 3047767.1533020535, 703623.8070205764 3047766.905393238, 703624.0273855049 3047773.8476326903, 703615.6052903391 3047774.0953766457))","[(703615.6052903391, 3047774.0953766457), (703615.3947981835, 3047767.1533020535), (703623.8070205764, 3047766.905393238), (703624.0273855049, 3047773.8476326903), (703615.6052903391, 3047774.0953766457)]",POINT (703619.7086906635 3047770.5011023902)
way/581444386,way/581444386,"POLYGON ((703629.9516223915 3047763.9928378533, 703629.2978744714 3047758.750316565, 703635.4065106092 3047757.998540932, 703636.0602560107 3047763.241062699, 703629.9516223915 3047763.9928378533))","[(703629.9516223915, 3047763.9928378533), (703629.2978744714, 3047758.750316565), (703635.4065106092, 3047757.998540932), (703636.0602560107, 3047763.241062699), (703629.9516223915, 3047763.9928378533)]",POINT (703632.6790658641 3047760.9956893283)
way/581444387,way/581444387,"POLYGON ((703626.4220990716 3047768.877537653, 703625.7843506257 3047765.641483245, 703631.0380660081 3047764.6094587324, 703631.6758131683 3047767.845513491, 703626.4220990716 3047768.877537653))","[(703626.4220990716, 3047768.877537653), (703625.7843506257, 3047765.641483245), (703631.0380660081, 3047764.6094587324), (703631.6758131683, 3047767.845513491), (703626.4220990716, 3047768.877537653)]",POINT (703628.7300822181 3047766.7434982113)
way/581444388,way/581444388,"POLYGON ((703623.2756092142 3047763.216666009, 703621.0694916045 3047756.263539436, 703624.4662354351 3047755.200600613, 703626.6723514132 3047762.1537278946, 703623.2756092142 3047763.216666009))","[(703623.2756092142, 3047763.216666009), (703621.0694916045, 3047756.263539436), (703624.4662354351, 3047755.200600613), (703626.6723514132, 3047762.1537278946), (703623.2756092142, 3047763.216666009)]",POINT (703623.8709218329 3047759.208633198)
way/581444390,way/581444390,"POLYGON ((703614.9202773268 3047759.4531220687, 703613.9015248271 3047754.769809344, 703619.8904228151 3047753.4950857856, 703620.9091732185 3047758.178399137, 703614.9202773268 3047759.4531220687))","[(703614.9202773268, 3047759.4531220687), (703613.9015248271, 3047754.769809344), (703619.8904228151, 3047753.4950857856), (703620.9091732185, 3047758.178399137), (703614.9202773268, 3047759.4531220687)]",POINT (703617.4053495352 3047756.4741039416)
way/581444391,way/581444391,"POLYGON ((703599.4760502126 3047443.712868477, 703596.326925405 3047436.422626029, 703600.5662108995 3047434.6089018523, 703603.7151494221 3047441.910226405, 703599.4760502126 3047443.712868477))","[(703599.4760502126, 3047443.712868477), (703596.326925405, 3047436.422626029), (703600.5662108995, 3047434.6089018523), (703603.7151494221, 3047441.910226405), (703599.4760502126, 3047443.712868477)]",POINT (703600.0212741047 3047439.1628618627)
way/581444392,way/581444392,"POLYGON ((703582.351545738 3047463.4012051336, 703581.9736027976 3047445.738148973, 703599.606432749 3047445.377634257, 703599.9843503658 3047463.0406925115, 703582.351545738 3047463.4012051336))","[(703582.351545738, 3047463.4012051336), (703581.9736027976, 3047445.738148973), (703599.606432749, 3047445.377634257), (703599.9843503658, 3047463.0406925115), (703582.351545738, 3047463.4012051336)]",POINT (703590.9789829983 3047454.3894180986)
