id,@id,geometry,lat_lon,centroid
way/581443912,way/581443912,"POLYGON ((705575.013883522 3047703.996617497, 705573.6505151289 3047699.2851242716, 705582.6753141957 3047696.6990148374, 705584.0386795787 3047701.4105092497, 705575.013883522 3047703.996617497))","[(705575.013883522, 3047703.996617497), (705573.6505151289, 3047699.2851242716), (705582.6753141957, 3047696.6990148374), (705584.0386795787, 3047701.4105092497), (705575.013883522, 3047703.996617497)]",POINT (705578.8445981152 3047700.3478163155)
way/581443913,way/581443913,"POLYGON ((705562.8430937777 3047702.7058450626, 705561.1360591502 3047698.454111383, 705567.0048505823 3047696.114227848, 705568.721761306 3047700.366128431, 705562.8430937777 3047702.7058450626))","[(705562.8430937777, 3047702.7058450626), (705561.1360591502, 3047698.454111383), (705567.0048505823, 3047696.114227848), (705568.721761306, 3047700.366128431), (705562.8430937777, 3047702.7058450626)]",POINT (705564.9270533794 3047699.4104260183)
way/581443914,way/581443914,"POLYGON ((705563.0793120991 3047708.6398166013, 705561.8300200816 3047705.371177029, 705564.832998997 3047704.2356400713, 705566.082290381 3047707.5042799874, 705563.0793120991 3047708.6398166013))","[(705563.0793120991, 3047708.6398166013), (705561.8300200816, 3047705.371177029), (705564.832998997, 3047704.2356400713), (705566.082290381, 3047707.5042799874), (705563.0793120991, 3047708.6398166013)]",POINT (705563.9561553735 3047706.437728359)
way/581443915,way/581443915,"POLYGON ((705567.0795534418 3047706.9557488114, 705565.7242064788 3047702.942690773, 705570.5234237623 3047701.338555169, 705571.878583205 3047705.3626948036, 705567.0795534418 3047706.9557488114))","[(705567.0795534418, 3047706.9557488114), (705565.7242064788, 3047702.942690773), (705570.5234237623, 3047701.338555169), (705571.878583205, 3047705.3626948036), (705567.0795534418, 3047706.9557488114)]",POINT (705568.802344553 3047704.1493477863)
way/581443916,way/581443916,"POLYGON ((705565.9619633716 3047712.3127643634, 705564.7907627942 3047709.1008572667, 705576.7894502165 3047704.7580084703, 705577.9606482638 3047707.9699168666, 705565.9619633716 3047712.3127643634))","[(705565.9619633716, 3047712.3127643634), (705564.7907627942, 3047709.1008572667), (705576.7894502165, 3047704.7580084703), (705577.9606482638, 3047707.9699168666), (705565.9619633716, 3047712.3127643634)]",POINT (705571.3757062454 3047708.5353866443)
way/581443917,way/581443917,"POLYGON ((705500.2215669578 3047762.649555325, 705496.1181252917 3047746.3645637506, 705507.766398719 3047743.4677840224, 705511.8700127157 3047759.741699354, 705500.2215669578 3047762.649555325))","[(705500.2215669578, 3047762.649555325), (705496.1181252917, 3047746.3645637506), (705507.766398719, 3047743.4677840224), (705511.8700127157, 3047759.741699354), (705500.2215669578, 3047762.649555325)]",POINT (705503.9934887943 3047753.0563796796)
way/581443918,way/581443918,"POLYGON ((705491.0998241128 3047741.60276612, 705490.6764209325 3047733.8700278983, 705496.1750883784 3047733.563371664, 705496.6083657618 3047741.296276224, 705491.0998241128 3047741.60276612))","[(705491.0998241128, 3047741.60276612), (705490.6764209325, 3047733.8700278983), (705496.1750883784, 3047733.563371664), (705496.6083657618, 3047741.296276224), (705491.0998241128, 3047741.60276612)]",POINT (705493.6400309388 3047737.5842596283)
way/581443919,way/581443919,"POLYGON ((705500.7478718441 3047743.0838548825, 705499.0284798237 3047736.626185002, 705506.7398897078 3047734.5832485794, 705508.4691557693 3047741.0410857066, 705500.7478718441 3047743.0838548825))","[(705500.7478718441, 3047743.0838548825), (705499.0284798237, 3047736.626185002), (705506.7398897078, 3047734.5832485794), (705508.4691557693, 3047741.0410857066), (705500.7478718441, 3047743.0838548825)]",POINT (705503.7467789095 3047738.834165314)
way/581443920,way/581443920,"POLYGON ((705519.7104070688 3047738.259403923, 705516.2755909457 3047727.46119014, 705527.7977028105 3047723.8418407356, 705531.2425741727 3047734.629143247, 705519.7104070688 3047738.259403923))","[(705519.7104070688, 3047738.259403923), (705516.2755909457, 3047727.46119014), (705527.7977028105, 3047723.8418407356), (705531.2425741727, 3047734.629143247), (705519.7104070688, 3047738.259403923)]",POINT (705523.7562477359 3047731.0490513477)
way/581443921,way/581443921,"POLYGON ((705536.9071370442 3047724.449346643, 705535.1320219147 3047717.1926780734, 705550.1718989962 3047713.5548665104, 705551.94700612 3047720.8115377454, 705536.9071370442 3047724.449346643))","[(705536.9071370442, 3047724.449346643), (705535.1320219147, 3047717.1926780734), (705550.1718989962, 3047713.5548665104), (705551.94700612, 3047720.8115377454), (705536.9071370442, 3047724.449346643)]",POINT (705543.5395160574 3047719.0021068854)
way/581443922,way/581443922,"POLYGON ((705554.4182540241 3047731.327553225, 705552.1584098975 3047724.6945304987, 705558.6867551992 3047722.4987363485, 705560.9465964034 3047729.131760455, 705554.4182540241 3047731.327553225))","[(705554.4182540241, 3047731.327553225), (705552.1584098975, 3047724.6945304987), (705558.6867551992, 3047722.4987363485), (705560.9465964034, 3047729.131760455), (705554.4182540241, 3047731.327553225)]",POINT (705556.5525038225 3047726.913144864)
way/581443923,way/581443923,"POLYGON ((705555.3455629991 3047739.0576803028, 705553.964485373 3047734.223966465, 705562.750514791 3047731.733589382, 705564.131589403 3047736.5673043933, 705555.3455629991 3047739.0576803028))","[(705555.3455629991, 3047739.0576803028), (705553.964485373, 3047734.223966465), (705562.750514791, 3047731.733589382), (705564.131589403, 3047736.5673043933), (705555.3455629991, 3047739.0576803028)]",POINT (705559.0480381455 3047735.395634981)
way/581443924,way/581443924,"POLYGON ((705543.1875343851 3047752.8858722327, 705541.5373376912 3047748.191731421, 705557.667417834 3047742.5881936178, 705559.3174232705 3047747.293417894, 705543.1875343851 3047752.8858722327))","[(705543.1875343851, 3047752.8858722327), (705541.5373376912, 3047748.191731421), (705557.667417834, 3047742.5881936178), (705559.3174232705, 3047747.293417894), (705543.1875343851, 3047752.8858722327)]",POINT (705550.4302060296 3047747.7387406332)
way/581443925,way/581443925,"POLYGON ((705547.210229561 3047758.0964963855, 705546.1905273842 3047753.51270628, 705566.0046029228 3047749.1681683976, 705567.0242983305 3047753.751960565, 705547.210229561 3047758.0964963855))","[(705547.210229561, 3047758.0964963855), (705546.1905273842, 3047753.51270628), (705566.0046029228, 3047749.1681683976), (705567.0242983305, 3047753.751960565), (705547.210229561, 3047758.0964963855)]",POINT (705556.6074147186 3047753.6323327306)
way/581443926,way/581443926,"POLYGON ((705530.4952301751 3047779.108221636, 705524.6272596499 3047761.4080545222, 705537.8111946862 3047757.085086564, 705543.6793355241 3047774.774179965, 705530.4952301751 3047779.108221636))","[(705530.4952301751, 3047779.108221636), (705524.6272596499, 3047761.4080545222), (705537.8111946862, 3047757.085086564), (705543.6793355241, 3047774.774179965), (705530.4952301751, 3047779.108221636)]",POINT (705534.1527666119 3047768.0944757997)
way/581443927,way/581443927,"POLYGON ((705563.4317964086 3047778.2096554, 705562.7969568819 3047773.654498997, 705569.1747101515 3047772.775191481, 705569.8095474107 3047777.330348353, 705563.4317964086 3047778.2096554))","[(705563.4317964086, 3047778.2096554), (705562.7969568819, 3047773.654498997), (705569.1747101515, 3047772.775191481), (705569.8095474107, 3047777.330348353), (705563.4317964086, 3047778.2096554)]",POINT (705566.303252712 3047775.492423418)
way/581443928,way/581443928,"POLYGON ((705550.4493871725 3047785.8279637997, 705547.9092122618 3047776.4746216657, 705556.6929761141 3047774.117213904, 705559.2331451213 3047783.4705582163, 705550.4493871725 3047785.8279637997))","[(705550.4493871725, 3047785.8279637997), (705547.9092122618, 3047776.4746216657), (705556.6929761141, 3047774.117213904), (705559.2331451213, 3047783.4705582163), (705550.4493871725, 3047785.8279637997)]",POINT (705553.5711800648 3047779.9725888474)
way/581443929,way/581443929,"POLYGON ((705537.139237886 3047797.663825778, 705535.2365458895 3047783.300094087, 705540.623365786 3047782.5925519327, 705542.5159879349 3047796.967199843, 705537.139237886 3047797.663825778))","[(705537.139237886, 3047797.663825778), (705535.2365458895, 3047783.300094087), (705540.623365786, 3047782.5925519327), (705542.5159879349, 3047796.967199843), (705537.139237886, 3047797.663825778)]",POINT (705538.8787464825 3047790.1283615776)
way/581443930,way/581443930,"POLYGON ((705510.7670223198 3047797.752761399, 705508.709290762 3047786.1463757013, 705519.0054378756 3047784.335304302, 705521.0629741038 3047795.9527732753, 705510.7670223198 3047797.752761399))","[(705510.7670223198, 3047797.752761399), (705508.709290762, 3047786.1463757013), (705519.0054378756, 3047784.335304302), (705521.0629741038, 3047795.9527732753), (705510.7670223198, 3047797.752761399)]",POINT (705514.8869381951 3047791.0464679953)
way/581443931,way/581443931,"POLYGON ((705510.2601986765 3047772.638729495, 705509.3025644535 3047769.064640424, 705515.3565764176 3047767.4593986482, 705516.314395254 3047771.0224073017, 705510.2601986765 3047772.638729495))","[(705510.2601986765, 3047772.638729495), (705509.3025644535, 3047769.064640424), (705515.3565764176, 3047767.4593986482), (705516.314395254, 3047771.0224073017), (705510.2601986765, 3047772.638729495)]",POINT (705512.8070169372 3047770.0468260576)
way/581443932,way/581443932,"POLYGON ((705508.7042993035 3047778.210066749, 705508.4269059376 3047774.1375368875, 705516.2609533416 3047773.6151920133, 705516.5383441449 3047777.6877222112, 705508.7042993035 3047778.210066749))","[(705508.7042993035, 3047778.210066749), (705508.4269059376, 3047774.1375368875), (705516.2609533416, 3047773.6151920133), (705516.5383441449, 3047777.6877222112), (705508.7042993035, 3047778.210066749)]",POINT (705512.4826257008 3047775.9126293515)
way/581443933,way/581443933,"POLYGON ((705505.0710832592 3047781.574018445, 705503.6059122699 3047775.275795503, 705506.5320922005 3047774.593404331, 705507.997075664 3047780.90270869, 705505.0710832592 3047781.574018445))","[(705505.0710832592, 3047781.574018445), (705503.6059122699, 3047775.275795503), (705506.5320922005, 3047774.593404331), (705507.997075664, 3047780.90270869), (705505.0710832592, 3047781.574018445)]",POINT (705505.8018366327 3047778.0859172884)
way/581443934,way/581443934,"POLYGON ((705496.4650089266 3047777.47240961, 705495.6171189179 3047772.6587449485, 705499.4026506055 3047771.990788656, 705500.2503530605 3047776.8155346494, 705496.4650089266 3047777.47240961))","[(705496.4650089266, 3047777.47240961), (705495.6171189179, 3047772.6587449485), (705499.4026506055, 3047771.990788656), (705500.2503530605, 3047776.8155346494), (705496.4650089266, 3047777.47240961)]",POINT (705497.9344457944 3047774.7340267473)
way/581443935,way/581443935,"POLYGON ((705493.8432781535 3047783.557880239, 705492.9678142114 3047779.209285253, 705499.6793362014 3047777.870016513, 705500.5546117808 3047782.2296930985, 705493.8432781535 3047783.557880239))","[(705493.8432781535, 3047783.557880239), (705492.9678142114, 3047779.209285253), (705499.6793362014, 3047777.870016513), (705500.5546117808, 3047782.2296930985), (705493.8432781535, 3047783.557880239)]",POINT (705496.7625989489 3047780.7163220793)
way/581443936,way/581443936,"POLYGON ((705495.5928551253 3047789.9828048754, 705494.4849840298 3047785.353202539, 705503.0655915877 3047783.3248681217, 705504.1734597583 3047787.954471412, 705495.5928551253 3047789.9828048754))","[(705495.5928551253, 3047789.9828048754), (705494.4849840298, 3047785.353202539), (705503.0655915877, 3047783.3248681217), (705504.1734597583, 3047787.954471412), (705495.5928551253, 3047789.9828048754)]",POINT (705499.3292226318 3047786.653836594)
way/581443937,way/581443937,"POLYGON ((705496.7293653255 3047801.141430885, 705495.2157134925 3047793.612057982, 705504.385620065 3047791.793138865, 705505.8992666812 3047799.322513218, 705496.7293653255 3047801.141430885))","[(705496.7293653255, 3047801.141430885), (705495.2157134925, 3047793.612057982), (705504.385620065, 3047791.793138865), (705505.8992666812, 3047799.322513218), (705496.7293653255, 3047801.141430885)]",POINT (705500.5574913588 3047796.467284867)
way/581443938,way/581443938,"POLYGON ((705593.1981615415 3047663.1801484814, 705591.9387854713 3047658.1600457733, 705599.191419455 3047656.3754710574, 705600.4411014054 3047661.3843276673, 705593.1981615415 3047663.1801484814))","[(705593.1981615415, 3047663.1801484814), (705591.9387854713, 3047658.1600457733), (705599.191419455, 3047656.3754710574), (705600.4411014054, 3047661.3843276673), (705593.1981615415, 3047663.1801484814)]",POINT (705596.1907261446 3047659.7750068265)
way/581443939,way/581443939,"POLYGON ((705586.8828873247 3047672.09648288, 705584.389706107 3047665.237850412, 705590.5229812552 3047663.035430942, 705593.0161597063 3047669.8940648264, 705586.8828873247 3047672.09648288))","[(705586.8828873247, 3047672.09648288), (705584.389706107, 3047665.237850412), (705590.5229812552, 3047663.035430942), (705593.0161597063, 3047669.8940648264), (705586.8828873247, 3047672.09648288)]",POINT (705588.7029335279 3047667.5659569846)
way/581443940,way/581443940,"POLYGON ((705578.6756353495 3047671.3045902406, 705577.8639406756 3047667.8659573556, 705582.5856492443 3047666.7593080336, 705583.3973427204 3047670.197941305, 705578.6756353495 3047671.3045902406))","[(705578.6756353495, 3047671.3045902406), (705577.8639406756, 3047667.8659573556), (705582.5856492443, 3047666.7593080336), (705583.3973427204, 3047670.197941305), (705578.6756353495, 3047671.3045902406)]",POINT (705580.6306419914 3047669.0319491574)
way/581443941,way/581443941,"POLYGON ((705573.2921237109 3047672.4001192464, 705570.6951388025 3047666.426475, 705574.2380411013 3047664.9120688494, 705576.8352109529 3047670.8746329364, 705573.2921237109 3047672.4001192464))","[(705573.2921237109, 3047672.4001192464), (705570.6951388025, 3047666.426475), (705574.2380411013, 3047664.9120688494), (705576.8352109529, 3047670.8746329364), (705573.2921237109, 3047672.4001192464)]",POINT (705573.7649277472 3047668.654112982)
